latitude,longitude,salinity,pressure,tritium
32.96666667,-11.98333333,35.24,2.003851929,0.25
32.96666667,-11.98333333,35.246,1.89815035,0.13
32.96666667,-11.98333333,35.517,1.560039079,0.33
32.96666667,-11.98333333,35.835,1.350119948,0.86
32.96666667,-11.98333333,35.879,1.141410734,1.32
32.96666667,-11.98333333,35.679,0.830734512,1.96
32.96666667,-11.98333333,35.528,0.770066417,1.75
32.96666667,-11.98333333,35.789,0.445771081,5.01
32.96666667,-11.98333333,36.042,0.248998164,5.72
32.96666667,-11.98333333,36.379,0.125976689,5.47
32.96666667,-11.98333333,36.317,0.065499056,5.68
32.96666667,-11.98333333,36.602,0.017128677,6.01
31.51666667,-16,35.226,2.023938209,0.24
31.51666667,-16,35.258,1.921288256,0.07
31.51666667,-16,35.368,1.711054415,0.17
31.51666667,-16,35.414,1.554777123,0.23
31.51666667,-16,35.526,1.002595208,0.71
31.51666667,-16,35.56,0.688107194,2.92
30.41666667,-70.7,36.484,0.029214147,4.6
30.41666667,-70.7,36.437,0.347794293,4.51
30,-20.03333333,35.292,2.005391723,0.65
30,-20.03333333,35.458,1.780889446,1.22
30,-20.03333333,35.404,1.337628643,0.21
30,-20.03333333,35.464,1.122908071,0.36
30,-20.03333333,35.436,0.960991314,0.57
30,-20.03333333,35.44,0.860864001,0.86
30,-20.03333333,35.54,0.684991159,2.86
30,-20.03333333,35.808,0.386122118,4.44
30,-20.03333333,36.007,0.283225709,5.11
30,-20.03333333,36.469,0.095712486,5.19
30,-20.03333333,36.976,0.016117141,5.13
26.96666667,-23.06666667,35.004,3.087682177,0.08
26.96666667,-23.06666667,35.12,1.886063164,0.06
26.96666667,-23.06666667,35.261,1.51872792,0.15
26.96666667,-23.06666667,35.317,1.162119011,0.03
26.96666667,-23.06666667,35.21,1.099366135,0.11
26.96666667,-23.06666667,35.218,1.011339369,0.05
26.96666667,-23.06666667,35.164,0.959753576,0.23
26.96666667,-23.06666667,35.184,0.876836642,0.23
26.96666667,-23.06666667,35.334,0.820228094,0.39
26.96666667,-23.06666667,35.382,0.792939802,0.5
26.96666667,-23.06666667,35.478,0.746456296,1.1
26.96666667,-23.06666667,35.487,0.70200284,1.49
26.96666667,-23.06666667,35.516,0.658568214,2.13
26.96666667,-23.06666667,35.64,0.558599564,3.69
26.96666667,-23.06666667,35.767,0.473812638,4.83
26.96666667,-23.06666667,35.903,0.386031398,5.04
26.96666667,-23.06666667,36.013,0.310385482,5.28
26.96666667,-23.06666667,36.473,0.18335773,5.14
26.96666667,-23.06666667,36.582,0.151108158,5.06
26.96666667,-23.06666667,36.557,0.100727474,5.34
26.96666667,-23.06666667,36.551,0.088637792,5.33
26.96666667,-23.06666667,37.179,0.016113361,5.39
30.88333333,-69.26666667,35.197,1.840934507,0.33
30.88333333,-69.26666667,35.093,1.326577447,0.92
30.88333333,-69.26666667,35.288,1.099704029,0.87
30.88333333,-69.26666667,35.337,0.933746202,1.22
31,-39,35.09,2.021818757,0.18
31,-39,35.09,1.840952137,0.05
31,-39,35.152,1.684590436,0.07
31,-39,35.188,1.530366888,0.43
31,-39,35.232,1.444169926,0.35
31,-39,35.291,1.30328424,0.27
31,-39,35.322,1.223252123,0.51
31,-39,35.35,1.024815145,0.87
31,-39,35.341,0.917570538,1.42
31,-39,35.367,0.811388344,2.01
31,-39,35.966,0.459829859,4.62
31,-39,36.455,0.252991485,5.44
31.31666667,-67.45,34.936,3.36573412,0.03
31.31666667,-67.45,34.948,3.856160425,0.1
31.31666667,-67.45,34.881,5.390783154,0.12
29.01666667,-40.95,35.04,3.016697267,0.13
29.01666667,-40.95,35.251,1.472325579,0.07
29.01666667,-40.95,35.288,1.357789675,0.24
29.01666667,-40.95,35.289,1.25546658,0.14
29.01666667,-40.95,35.309,1.182551992,0.13
29.01666667,-40.95,35.219,0.973054966,0.24
29.01666667,-40.95,35.25,0.935629307,0.32
29.01666667,-40.95,35.338,0.907311349,0.44
29.01666667,-40.95,35.47,0.819346269,1
29.01666667,-40.95,35.49,0.782957037,1.31
29.01666667,-40.95,35.552,0.732426249,1.92
29.01666667,-40.95,35.659,0.669783905,2.63
29.01666667,-40.95,35.774,0.609178961,3.74
29.01666667,-40.95,35.921,0.553638829,4.37
29.01666667,-40.95,36.083,0.481961916,4.42
29.01666667,-40.95,36.382,0.348764315,5.08
29.01666667,-40.95,36.548,0.169274528,5.07
29.01666667,-40.95,36.64,0.145084637,5.06
29.01666667,-40.95,36.7,0.062455506,4.95
31,-42.98333333,35.048,3.041689414,0.13
31,-42.98333333,35.072,2.42574272,0.04
31,-42.98333333,35.084,2.10722261,0.07
31,-42.98333333,35.097,1.966933581,0.05
31,-42.98333333,35.15,1.729254013,0.09
31,-42.98333333,35.201,1.570941692,0.19
31,-42.98333333,35.281,1.314430228,0.62
31,-42.98333333,35.312,1.211097854,0.71
31,-42.98333333,35.312,1.114899892,0.85
31,-42.98333333,35.315,1.036959286,0.82
31,-42.98333333,35.332,0.979280491,0.93
31,-42.98333333,35.33,0.879136877,1.6
31,-42.98333333,35.432,0.819476643,1.86
31,-42.98333333,35.558,0.738606807,3.23
31,-42.98333333,35.624,0.703235439,3.64
31,-42.98333333,35.769,0.640591301,4.15
31,-42.98333333,35.907,0.580994599,4.2
31,-42.98333333,36.065,0.530501328,4.75
31,-42.98333333,36.344,0.374044451,5.05
31,-42.98333333,36.502,0.216688331,4.84
31,-42.98333333,36.543,0.140067622,4.81
31,-42.98333333,36.567,0.073549798,4.52
31,-42.98333333,36.583,0.016118442,4.64
32.01666667,-43.98333333,34.963,3.652495573,0.02
27.01666667,-43.01666667,35.057,2.728562508,0.04
27.01666667,-43.01666667,35.089,2.277411793,0.06
27.01666667,-43.01666667,35.13,2.010005338,0.06
27.01666667,-43.01666667,35.181,1.846466213,0.1
27.01666667,-43.01666667,35.241,1.699282088,0.18
27.01666667,-43.01666667,35.246,1.643479037,0.06
27.01666667,-43.01666667,35.287,1.516705821,0.18
27.01666667,-43.01666667,35.246,1.382911444,0.44
27.01666667,-43.01666667,35.21,1.313005373,0.26
27.01666667,-43.01666667,35.124,1.212743557,0.22
27.01666667,-43.01666667,35.123,1.072047795,0.14
27.01666667,-43.01666667,35.281,0.991111943,0.29
27.01666667,-43.01666667,35.365,0.900094103,0.56
27.01666667,-43.01666667,35.476,0.850555508,1.37
27.01666667,-43.01666667,35.565,0.763636718,2.16
27.01666667,-43.01666667,35.673,0.698974861,3.47
27.01666667,-43.01666667,35.807,0.620193455,4.71
27.01666667,-43.01666667,36.38,0.35879727,5.24
27.01666667,-43.01666667,36.481,0.27509381,5.16
27.01666667,-43.01666667,36.585,0.215612741,5.22
27.01666667,-43.01666667,37.112,0.096697869,5.16
27.01666667,-43.01666667,37.149,0.01812768,4.86
31.66666667,-66.31666667,36.51,0.369019478,5.14
31.66666667,-66.31666667,36.585,0.024179419,4.32
31.66666667,-66.31666667,35.008,1.932489745,0.1
31.66666667,-66.31666667,35.065,1.389503224,0.82
31.66666667,-66.31666667,35.093,1.181792712,0.69
31.66666667,-66.31666667,35.194,0.961121991,0.73
31.66666667,-66.31666667,35.3,0.867048884,1.12
29.01666667,-45.01666667,35.01,4.240070616,0.12
29.01666667,-45.01666667,34.98,3.256742921,0.04
29.01666667,-45.01666667,34.999,2.797308569,0.02
29.01666667,-45.01666667,35.038,2.176034719,0.14
29.01666667,-45.01666667,35.087,1.830502856,0.16
29.01666667,-45.01666667,35.126,1.652864302,0.18
29.01666667,-45.01666667,35.171,1.455090758,0.18
29.01666667,-45.01666667,35.2,1.272685998,0.43
29.01666667,-45.01666667,35.18,1.151165538,0.51
29.01666667,-45.01666667,35.27,0.969008647,1.23
29.01666667,-45.01666667,35.245,0.877985813,1.49
29.01666667,-45.01666667,35.562,0.665743066,3.07
28.01666667,-47.03333333,35.286,1.110586984,0.24
28.01666667,-47.03333333,35.218,1.551299121,0.08
28.01666667,-47.03333333,35.122,1.718693713,0.03
28.01666667,-47.03333333,35.056,2.130105245,0.03
28.01666667,-47.03333333,35.031,2.426182309,0.04
28.01666667,-47.03333333,34.982,3.320878861,0.07
28.01666667,-47.03333333,35.277,1.002315016,0.48
28.01666667,-47.03333333,35.324,0.887017479,0.76
28.01666667,-47.03333333,35.407,0.830401848,0.93
28.01666667,-47.03333333,35.532,0.77784301,1.66
28.01666667,-47.03333333,35.647,0.718223884,2.43
28.01666667,-47.03333333,35.798,0.594993976,3.52
28.01666667,-47.03333333,35.921,0.574798817,3.91
28.01666667,-47.03333333,36.084,0.463757965,4.33
28.01666667,-47.03333333,36.438,0.292257477,5.03
28.01666667,-47.03333333,36.485,0.226718397,5.18
28.01666667,-47.03333333,36.676,0.103758233,4.86
28.01666667,-47.03333333,36.906,0.008057175,4.62
28.05,-48.58333333,35.01,2.65946219,0.13
28.05,-48.58333333,34.983,2.979721176,0.35
28.05,-48.58333333,34.983,3.256495507,0.05
28.05,-48.58333333,34.965,3.554081774,0.03
28.05,-48.58333333,34.926,3.996599502,0.08
28.05,-48.58333333,34.927,4.578754422,0.34
28.05,-48.58333333,34.929,4.461583777,0.12
28.05,-48.58333333,35.241,1.005352542,0.71
28.05,-48.58333333,35.245,0.864776131,0.74
28.05,-48.58333333,35.318,0.849611294,0.97
28.05,-48.58333333,35.41,0.729339978,1.3
28.05,-48.58333333,35.522,0.720246455,2.05
28.05,-48.58333333,35.661,0.629331534,2.43
28.05,-48.58333333,35.786,0.504131382,3.66
28.05,-48.58333333,36.074,0.452658063,5.17
28.05,-48.58333333,35.953,0.348738163,4.78
28.05,-48.58333333,36.502,0.226718976,5.21
28.05,-48.58333333,36.772,0.127942124,5.01
28.05,-48.58333333,37.06,0.01007154,4.7
28.05,-48.58333333,35.177,1.009399214,0.09
28.05,-48.58333333,35.172,1.79990462,0.02
28.01666667,-54.48333333,35.143,1.716663935,0.11
28.01666667,-54.48333333,35.171,1.353630941,0.38
28.01666667,-54.48333333,35.158,1.065045655,0.36
28.01666667,-54.48333333,35.155,0.941624694,0.47
28.01666667,-54.48333333,35.205,0.918364436,0.47
28.01666667,-54.48333333,35.306,0.806142389,0.86
28.01666667,-54.48333333,35.395,0.791992252,1.28
28.01666667,-54.48333333,35.509,0.710141157,2.02
28.01666667,-54.48333333,35.754,0.671752185,2.88
28.01666667,-54.48333333,36.09,0.518262055,4.25
28.01666667,-54.48333333,36.536,0.29326592,5.12
28.01666667,-54.48333333,36.945,0.008057175,4.49
27.98333333,-56,35.119,1.855741703,0.14
27.98333333,-56,35.139,1.379973046,0.71
27.98333333,-56,35.169,1.186506782,0.38
27.98333333,-56,35.168,0.999277549,0.37
27.98333333,-56,35.302,0.895104304,0.68
27.98333333,-56,35.477,0.756618887,1.12
27.98333333,-56,35.789,0.633368173,3.29
27.98333333,-56,36.081,0.529365011,3.8
27.98333333,-56,36.389,0.387069959,5.13
27.98333333,-56,36.511,0.20353171,4.61
27.98333333,-56,36.96,0.09569738,5.03
27.98333333,-56,36.942,0.023165099,4.51
28.01666667,-63.5,36.676,0.015107441,5.16
28.01666667,-63.5,36.429,0.320495597,4.98
28.01666667,-63.5,36.152,0.610141539,4.46
28.01666667,-63.5,35.721,0.688925385,2.75
28.01666667,-63.5,35.21,1.014455057,0.31
28.01666667,-63.5,35.074,1.216886183,0.39
28.01666667,-63.5,35.098,1.253343267,0.65
28.01666667,-63.5,35.087,1.622299664,0.31
28.01666667,-63.5,35.085,1.630415451,0.17
